"order_id","customer_id","product_id","product_title","category","quantity","unit_price","gross_amount","discount_percentage","net_amount","order_gross_amount","order_net_amount","ingested_at","ingestion_date"
"15","15","105","Apple MagSafe Battery Pack","mobile-accessories","1","99.99","99.99","17.17","82.82","249.95","214.68","2026-09-04 16:43:41.501","2026-09-04"
"15","15","141","Basketball Rim","sports-accessories","2","39.99","79.98","7.74","73.79","249.95","214.68","2026-09-04 16:43:41.501","2026-09-04"
"16","16","20","Cooking Oil","groceries","5","4.99","24.950000000000003","9.33","22.62","384.92","364.7","2026-09-04 16:43:41.501","2026-09-04"
"16","16","91","Sports Sneakers Off White & Red","mens-shoes","3","119.99","359.96999999999997","4.97","342.08","384.92","364.7","2026-09-04 16:43:41.501","2026-09-04"
"17","17","25","Green Bell Pepper","groceries","5","1.29","6.45","0.16","6.44","5531.34","5014.94","2026-09-04 16:43:41.501","2026-09-04"
"17","17","26","Green Chili Pepper","groceries","5","0.99","4.95","1.0","4.9","5531.34","5014.94","2026-09-04 16:43:41.501","2026-09-04"
"17","17","123","iPhone 13 Pro","smartphones","5","1099.99","5499.95","9.37","4984.6","5531.34","5014.94","2026-09-04 16:43:41.501","2026-09-04"
"17","17","137","American Football","sports-accessories","1","19.99","19.99","4.93","19.0","5531.34","5014.94","2026-09-04 16:43:41.501","2026-09-04"
"18","18","169","Dodge Hornet GT Plus","vehicle","5","24999.99","124999.95000000001","2.63","121712.45","128999.9","124978.81","2026-09-04 16:43:41.501","2026-09-04"
"18","18","193","Watch Gold for Women","womens-watches","5","799.99","3999.95","18.34","3266.36","128999.9","124978.81","2026-09-04 16:43:41.501","2026-09-04"
"19","19","22","Dog Food","groceries","3","10.99","32.97","10.27","29.58","22142.88","21308.13","2026-09-04 16:43:41.501","2026-09-04"
"19","19","56","Electric Stove","kitchen-accessories","1","49.99","49.99","14.04","42.97","22142.88","21308.13","2026-09-04 16:43:41.501","2026-09-04"
"19","19","69","Plate","kitchen-accessories","5","3.99","19.950000000000003","7.31","18.49","22142.88","21308.13","2026-09-04 16:43:41.501","2026-09-04"
"19","19","71","Silver Pot With Glass Cap","kitchen-accessories","1","39.99","39.99","5.7","37.71","22142.88","21308.13","2026-09-04 16:43:41.501","2026-09-04"
"19","19","97","Rolex Datejust","mens-watches","2","10999.99","21999.98","3.73","21179.38","22142.88","21308.13","2026-09-04 16:43:41.501","2026-09-04"
"20","20","36","Protein Powder","groceries","3","19.99","59.97","7.59","55.42","4711.88","4251.41","2026-09-04 16:43:41.501","2026-09-04"
"20","20","89","Nike Baseball Cleats","mens-shoes","3","79.99","239.96999999999997","18.04","196.68","4711.88","4251.41","2026-09-04 16:43:41.501","2026-09-04"
"20","20","123","iPhone 13 Pro","smartphones","4","1099.99","4399.96","9.37","3987.68","4711.88","4251.41","2026-09-04 16:43:41.501","2026-09-04"
"20","20","146","Feather Shuttlecock","sports-accessories","2","5.99","11.98","2.95","11.63","4711.88","4251.41","2026-09-04 16:43:41.501","2026-09-04"
"21","21","79","Asus Zenbook Pro Dual Screen Laptop","laptops","1","1799.99","1799.99","11.14","1599.47","12939.94","10966.03","2026-09-04 16:43:41.501","2026-09-04"
"21","21","164","Gray Dress","tops","4","34.99","139.96","14.28","119.97","12939.94","10966.03","2026-09-04 16:43:41.501","2026-09-04"
"21","21","192","Rolex Datejust Women","womens-watches","1","10999.99","10999.99","15.94","9246.59","12939.94","10966.03","2026-09-04 16:43:41.501","2026-09-04"
"22","22","16","Apple","groceries","4","1.99","7.96","12.62","6.96","307.92","296.47","2026-09-04 16:43:41.501","2026-09-04"
"22","22","92","Sports Sneakers Off White Red","mens-shoes","2","109.99","219.98","0.04","219.89","307.92","296.47","2026-09-04 16:43:41.501","2026-09-04"
"22","22","166","Tartan Dress","tops","2","39.99","79.98","12.95","69.62","307.92","296.47","2026-09-04 16:43:41.501","2026-09-04"
"23","23","127","Oppo K1","smartphones","5","299.99","1499.95","18.29","1225.61","2499.91","2123.87","2026-09-04 16:43:41.501","2026-09-04"
"23","23","134","Vivo S1","smartphones","4","249.99","999.96","10.17","898.26","2499.91","2123.87","2026-09-04 16:43:41.501","2026-09-04"
"24","24","117","Sportbike Motorcycle","motorcycle","4","7499.99","29999.96","11.58","26525.96","30299.94","26780.04","2026-09-04 16:43:41.501","2026-09-04"
"24","24","128","Realme C35","smartphones","2","149.99","299.98","15.3","254.08","30299.94","26780.04","2026-09-04 16:43:41.501","2026-09-04"
"25","25","32","Milk","groceries","2","3.49","6.98","13.74","6.02","1228.35","1070.83","2026-09-04 16:43:41.501","2026-09-04"
"25","25","35","Potatoes","groceries","5","2.29","11.45","5.38","10.83","1228.35","1070.83","2026-09-04 16:43:41.501","2026-09-04"
"25","25","103","Apple HomePod Mini Cosmic Grey","mobile-accessories","1","99.99","99.99","18.1","81.89","1228.35","1070.83","2026-09-04 16:43:41.501","2026-09-04"
"25","25","106","Apple Watch Series 4 Gold","mobile-accessories","3","349.99","1049.97","12.02","923.76","1228.35","1070.83","2026-09-04 16:43:41.501","2026-09-04"
"25","25","110","Selfie Lamp with iPhone","mobile-accessories","4","14.99","59.96","19.4","48.33","1228.35","1070.83","2026-09-04 16:43:41.501","2026-09-04"
"26","26","63","Kitchen Sieve","kitchen-accessories","4","7.99","31.96","18.91","25.92","1111.84","1021.64","2026-09-04 16:43:41.501","2026-09-04"
"26","26","108","iPhone 12 Silicone Case with MagSafe Plum","mobile-accessories","4","29.99","119.96","13.85","103.35","1111.84","1021.64","2026-09-04 16:43:41.501","2026-09-04"
"26","26","122","iPhone 6","smartphones","3","299.99","899.97","6.69","839.76","1111.84","1021.64","2026-09-04 16:43:41.501","2026-09-04"
"26","26","153","Volleyball","sports-accessories","5","11.99","59.95","12.25","52.61","1111.84","1021.64","2026-09-04 16:43:41.501","2026-09-04"
"27","27","20","Cooking Oil","groceries","3","4.99","14.97","9.33","13.57","111014.85","100496.36","2026-09-04 16:43:41.501","2026-09-04"
"27","27","97","Rolex Datejust","mens-watches","5","10999.99","54999.95","3.73","52948.45","111014.85","100496.36","2026-09-04 16:43:41.501","2026-09-04"
"27","27","113","Generic Motorcycle","motorcycle","3","3999.99","11999.97","12.1","10547.97","111014.85","100496.36","2026-09-04 16:43:41.501","2026-09-04"
"27","27","192","Rolex Datejust Women","womens-watches","4","10999.99","43999.96","15.94","36986.37","111014.85","100496.36","2026-09-04 16:43:41.501","2026-09-04"
"28","28","46","Plant Pot","home-decoration","3","14.99","44.97","6.84","41.89","5944.77","5531.37","2026-09-04 16:43:41.501","2026-09-04"
"28","28","64","Knife","kitchen-accessories","2","14.99","29.98","18.86","24.33","5944.77","5531.37","2026-09-04 16:43:41.501","2026-09-04"
"28","28","81","Lenovo Yoga 920","laptops","5","1099.99","5499.95","6.55","5139.7","5944.77","5531.37","2026-09-04 16:43:41.501","2026-09-04"
"28","28","175","White Faux Leather Backpack","womens-bags","3","39.99","119.97","15.2","101.73","5944.77","5531.37","2026-09-04 16:43:41.501","2026-09-04"
"28","28","182","Green Crystal Earring","womens-jewellery","5","29.99","149.95","15.24","127.1","5944.77","5531.37","2026-09-04 16:43:41.501","2026-09-04"
"28","28","185","Black & Brown Slipper","womens-shoes","5","19.99","99.94999999999999","3.33","96.62","5944.77","5531.37","2026-09-04 16:43:41.501","2026-09-04"
"29","29","48","Bamboo Spatula","kitchen-accessories","5","7.99","39.95","2.84","38.82","2359.84","2077.88","2026-09-04 16:43:41.501","2026-09-04"
"29","29","102","Apple Airpower Wireless Charger","mobile-accessories","5","79.99","399.95","4.48","382.03","2359.84","2077.88","2026-09-04 16:43:41.501","2026-09-04"
"29","29","141","Basketball Rim","sports-accessories","3","39.99","119.97","7.74","110.68","2359.84","2077.88","2026-09-04 16:43:41.501","2026-09-04"
"29","29","174","Prada Women Bag","womens-bags","3","599.99","1799.97","14.09","1546.35","2359.84","2077.88","2026-09-04 16:43:41.501","2026-09-04"
"30","30","3","Powder Canister","beauty","5","14.99","74.95","9.84","67.57","186110.85","155507.16","2026-09-04 16:43:41.501","2026-09-04"
"30","30","77","Yellow Peeler","kitchen-accessories","1","5.99","5.99","12.48","5.24","186110.85","155507.16","2026-09-04 16:43:41.501","2026-09-04"
"30","30","126","Oppo F19 Pro Plus","smartphones","1","399.99","399.99","18.64","325.43","186110.85","155507.16","2026-09-04 16:43:41.501","2026-09-04"
"30","30","135","Vivo V9","smartphones","2","299.99","599.98","17.67","493.96","186110.85","155507.16","2026-09-04 16:43:41.501","2026-09-04"
"30","30","143","Cricket Bat","sports-accessories","1","29.99","29.99","3.29","29.0","186110.85","155507.16","2026-09-04 16:43:41.501","2026-09-04"
"30","30","170","Durango SXT RWD","vehicle","5","36999.99","184999.94999999998","16.44","154585.96","186110.85","155507.16","2026-09-04 16:43:41.501","2026-09-04"
"31","31","2","Eyeshadow Palette with Mirror","beauty","2","19.99","39.98","18.19","32.71","1268.88","1111.0","2026-09-04 16:43:41.501","2026-09-04"
"31","31","16","Apple","groceries","1","1.99","1.99","12.62","1.74","1268.88","1111.0","2026-09-04 16:43:41.501","2026-09-04"
"31","31","54","Citrus Squeezer Yellow","kitchen-accessories","3","8.99","26.97","12.1","23.71","1268.88","1111.0","2026-09-04 16:43:41.501","2026-09-04"
"31","31","106","Apple Watch Series 4 Gold","mobile-accessories","3","349.99","1049.97","12.02","923.76","1268.88","1111.0","2026-09-04 16:43:41.501","2026-09-04"
"31","31","187","Golden Shoes Woman","womens-shoes","3","49.99","149.97","13.93","129.08","1268.88","1111.0","2026-09-04 16:43:41.501","2026-09-04"
"32","32","21","Cucumber","groceries","5","1.49","7.45","0.16","7.44","187.44","153.2","2026-09-04 16:43:41.501","2026-09-04"
"32","32","181","Marni Red & Black Suit","womens-dresses","1","179.99","179.99","19.02","145.76","187.44","153.2","2026-09-04 16:43:41.501","2026-09-04"
"33","33","14","Knoll Saarinen Executive Conference Chair","furniture","5","499.99","2499.95","2.01","2449.7","129057.77","125461.58","2026-09-04 16:43:41.501","2026-09-04"
"33","33","38","Rice","groceries","3","5.99","17.97","9.29","16.3","129057.77","125461.58","2026-09-04 16:43:41.501","2026-09-04"
"33","33","43","Decoration Swing","home-decoration","5","59.99","299.95","10.41","268.73","129057.77","125461.58","2026-09-04 16:43:41.501","2026-09-04"
"33","33","127","Oppo K1","smartphones","4","299.99","1199.96","18.29","980.49","129057.77","125461.58","2026-09-04 16:43:41.501","2026-09-04"
"33","33","169","Dodge Hornet GT Plus","vehicle","5","24999.99","124999.95000000001","2.63","121712.45","129057.77","125461.58","2026-09-04 16:43:41.501","2026-09-04"
"33","33","175","White Faux Leather Backpack","womens-bags","1","39.99","39.99","15.2","33.91","129057.77","125461.58","2026-09-04 16:43:41.501","2026-09-04"
"34","34","100","Apple Airpods","mobile-accessories","3","129.99","389.97","15.54","329.37","1479.92","1240.78","2026-09-04 16:43:41.501","2026-09-04"
"34","34","136","Vivo X21","smartphones","2","499.99","999.98","17.41","825.88","1479.92","1240.78","2026-09-04 16:43:41.501","2026-09-04"
"34","34","154","Black Sun Glasses","sunglasses","3","29.99","89.97","4.94","85.53","1479.92","1240.78","2026-09-04 16:43:41.501","2026-09-04"
"35","35","38","Rice","groceries","3","5.99","17.97","9.29","16.3","618.86","507.21","2026-09-04 16:43:41.501","2026-09-04"
"35","35","54","Citrus Squeezer Yellow","kitchen-accessories","1","8.99","8.99","12.1","7.9","618.86","507.21","2026-09-04 16:43:41.501","2026-09-04"
"35","35","55","Egg Slicer","kitchen-accessories","4","6.99","27.96","14.76","23.83","618.86","507.21","2026-09-04 16:43:41.501","2026-09-04"
"35","35","67","Mug Tree Stand","kitchen-accessories","1","15.99","15.99","9.25","14.51","618.86","507.21","2026-09-04 16:43:41.501","2026-09-04"
"35","35","69","Plate","kitchen-accessories","2","3.99","7.98","7.31","7.4","618.86","507.21","2026-09-04 16:43:41.501","2026-09-04"
"35","35","181","Marni Red & Black Suit","womens-dresses","3","179.99","539.97","19.02","437.27","618.86","507.21","2026-09-04 16:43:41.501","2026-09-04"
"36","36","3","Powder Canister","beauty","3","14.99","44.97","9.84","40.54","98.91","89.37","2026-09-04 16:43:41.501","2026-09-04"
"36","36","72","Slotted Turner","kitchen-accessories","4","8.99","35.96","13.35","31.16","98.91","89.37","2026-09-04 16:43:41.501","2026-09-04"
"36","36","138","Baseball Ball","sports-accessories","2","8.99","17.98","1.71","17.67","98.91","89.37","2026-09-04 16:43:41.501","2026-09-04"
"37","37","41","Tissue Paper Box","groceries","4","2.49","9.96","13.28","8.64","129.93","119.32","2026-09-04 16:43:41.501","2026-09-04"
"37","37","141","Basketball Rim","sports-accessories","3","39.99","119.97","7.74","110.68","129.93","119.32","2026-09-04 16:43:41.501","2026-09-04"
"38","38","110","Selfie Lamp with iPhone","mobile-accessories","2","14.99","29.98","19.4","24.16","409.95","334.61","2026-09-04 16:43:41.501","2026-09-04"
"38","38","161","Samsung Galaxy Tab White","tablets","1","349.99","349.99","18.2","286.29","409.95","334.61","2026-09-04 16:43:41.501","2026-09-04"
"39","39","148","Golf Ball","sports-accessories","2","9.99","19.98","17.37","16.51","279.96","249.24","2026-09-04 16:43:41.501","2026-09-04"
"39","39","177","Black Women's Gown","womens-dresses","2","129.99","259.98","10.48","232.73","279.96","249.24","2026-09-04 16:43:41.501","2026-09-04"
"40","40","6","Calvin Klein CK One","fragrances","3","49.99","149.97","1.89","147.14","263.9","253.64","2026-09-04 16:43:41.501","2026-09-04"
"40","40","77","Yellow Peeler","kitchen-accessories","4","5.99","23.96","12.48","20.97","263.9","253.64","2026-09-04 16:43:41.501","2026-09-04"
"40","40","154","Black Sun Glasses","sunglasses","3","29.99","89.97","4.94","85.53","263.9","253.64","2026-09-04 16:43:41.501","2026-09-04"
"41","41","7","Chanel Coco Noir Eau De","fragrances","4","129.99","519.96","16.51","434.11","49649.82","46340.09","2026-09-04 16:43:41.501","2026-09-04"
"41","41","38","Rice","groceries","5","5.99","29.950000000000003","9.29","27.17","49649.82","46340.09","2026-09-04 16:43:41.501","2026-09-04"
"41","41","95","Rolex Cellini Date Black Dial","mens-watches","3","8999.99","26999.97","8.88","24602.37","49649.82","46340.09","2026-09-04 16:43:41.501","2026-09-04"
"41","41","97","Rolex Datejust","mens-watches","2","10999.99","21999.98","3.73","21179.38","49649.82","46340.09","2026-09-04 16:43:41.501","2026-09-04"
"41","41","139","Baseball Glove","sports-accessories","4","24.99","99.96","2.9","97.06","49649.82","46340.09","2026-09-04 16:43:41.501","2026-09-04"
"42","42","7","Chanel Coco Noir Eau De","fragrances","2","129.99","259.98","16.51","217.06","626.84","531.17","2026-09-04 16:43:41.501","2026-09-04"
"42","42","17","Beef Steak","groceries","4","12.99","51.96","9.61","46.97","626.84","531.17","2026-09-04 16:43:41.501","2026-09-04"
"42","42","148","Golf Ball","sports-accessories","5","9.99","49.95","17.37","41.27","626.84","531.17","2026-09-04 16:43:41.501","2026-09-04"
"42","42","164","Gray Dress","tops","3","34.99","104.97","14.28","89.98","626.84","531.17","2026-09-04 16:43:41.501","2026-09-04"
"42","42","179","Corset With Black Skirt","womens-dresses","2","79.99","159.98","15.06","135.89","626.84","531.17","2026-09-04 16:43:41.501","2026-09-04"
"43","43","13","Bedside Table African Cherry","furniture","2","299.99","599.98","19.09","485.44","1689.88","1521.19","2026-09-04 16:43:41.501","2026-09-04"
"43","43","61","Hand Blender","kitchen-accessories","2","34.99","69.98","17.02","58.07","1689.88","1521.19","2026-09-04 16:43:41.501","2026-09-04"
"43","43","88","Nike Air Jordan 1 Red And Black","mens-shoes","5","149.99","749.95","4.12","719.05","1689.88","1521.19","2026-09-04 16:43:41.501","2026-09-04"
"43","43","90","Puma Future Rider Trainers","mens-shoes","3","89.99","269.96999999999997","4.2","258.63","1689.88","1521.19","2026-09-04 16:43:41.501","2026-09-04"
"44","44","22","Dog Food","groceries","1","10.99","10.99","10.27","9.86","47055.84","43550.16","2026-09-04 16:43:41.501","2026-09-04"
"44","44","40","Strawberry","groceries","3","3.99","11.97","1.12","11.84","47055.84","43550.16","2026-09-04 16:43:41.501","2026-09-04"
"44","44","74","Spoon","kitchen-accessories","4","4.99","19.96","1.53","19.65","47055.84","43550.16","2026-09-04 16:43:41.501","2026-09-04"
"44","44","115","MotoGP CI.H1","motorcycle","3","14999.99","44999.97","6.92","41885.97","47055.84","43550.16","2026-09-04 16:43:41.501","2026-09-04"
"44","44","132","Samsung Galaxy S8","smartphones","4","499.99","1999.96","19.45","1610.97","47055.84","43550.16","2026-09-04 16:43:41.501","2026-09-04"
"44","44","142","Cricket Ball","sports-accessories","1","12.99","12.99","8.63","11.87","47055.84","43550.16","2026-09-04 16:43:41.501","2026-09-04"
"45","45","29","Juice","groceries","3","3.99","11.97","12.06","10.53","132262.29","121385.95","2026-09-04 16:43:41.501","2026-09-04"
"45","45","30","Kiwi","groceries","3","2.49","7.470000000000001","15.22","6.33","132262.29","121385.95","2026-09-04 16:43:41.501","2026-09-04"
"45","45","72","Slotted Turner","kitchen-accessories","2","8.99","17.98","13.35","15.58","132262.29","121385.95","2026-09-04 16:43:41.501","2026-09-04"
"45","45","75","Tray","kitchen-accessories","5","16.99","84.94999999999999","7.48","78.6","132262.29","121385.95","2026-09-04 16:43:41.501","2026-09-04"
"45","45","156","Green and Black Glasses","sunglasses","4","34.99","139.96","1.01","138.55","132262.29","121385.95","2026-09-04 16:43:41.501","2026-09-04"
"45","45","168","Charger SXT RWD","vehicle","4","32999.99","131999.96","8.23","121136.36","132262.29","121385.95","2026-09-04 16:43:41.501","2026-09-04"
"46","46","14","Knoll Saarinen Executive Conference Chair","furniture","4","499.99","1999.96","2.01","1959.76","67607.33","56101.67","2026-09-04 16:43:41.501","2026-09-04"
"46","46","21","Cucumber","groceries","5","1.49","7.45","0.16","7.44","67607.33","56101.67","2026-09-04 16:43:41.501","2026-09-04"
"46","46","96","Rolex Cellini Moonphase","mens-watches","5","12999.99","64999.95","17.52","53611.96","67607.33","56101.67","2026-09-04 16:43:41.501","2026-09-04"
"46","46","121","iPhone 5s","smartphones","3","199.99","599.97","12.91","522.51","67607.33","56101.67","2026-09-04 16:43:41.501","2026-09-04"
"47","47","6","Calvin Klein CK One","fragrances","3","49.99","149.97","1.89","147.14","50539.87","49199.91","2026-09-04 16:43:41.501","2026-09-04"
"47","47","46","Plant Pot","home-decoration","2","14.99","29.98","6.84","27.93","50539.87","49199.91","2026-09-04 16:43:41.501","2026-09-04"
"47","47","92","Sports Sneakers Off White Red","mens-shoes","2","109.99","219.98","0.04","219.89","50539.87","49199.91","2026-09-04 16:43:41.501","2026-09-04"
"47","47","164","Gray Dress","tops","4","34.99","139.96","14.28","119.97","50539.87","49199.91","2026-09-04 16:43:41.501","2026-09-04"
"47","47","169","Dodge Hornet GT Plus","vehicle","2","24999.99","49999.98","2.63","48684.98","50539.87","49199.91","2026-09-04 16:43:41.501","2026-09-04"
"48","48","18","Cat Food","groceries","4","8.99","35.96","9.58","32.52","110.91","101.89","2026-09-04 16:43:41.501","2026-09-04"
"48","48","140","Basketball","sports-accessories","5","14.99","74.95","7.44","69.37","110.91","101.89","2026-09-04 16:43:41.501","2026-09-04"
"49","49","15","Wooden Bathroom Sink With Mirror","furniture","5","799.99","3999.95","8.8","3647.95","4208.81","3843.75","2026-09-04 16:43:41.501","2026-09-04"
"49","49","18","Cat Food","groceries","2","8.99","17.98","9.58","16.26","4208.81","3843.75","2026-09-04 16:43:41.501","2026-09-04"
